Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
1901,0,0.16378,0.14802,0.35,1e+05,14802.051,90378.667,4517514.332,45.175
1901,1,0.04642,0.04536,0.5,85197.949,3864.918,83265.49,4427135.665,51.963
1901,2,0.02597,0.02564,0.5,81333.031,2085.078,80290.492,4343870.175,53.408
1901,3,0.0165,0.01636,0.5,79247.953,1296.871,78599.517,4263579.683,53.801
1901,4,0.01246,0.01238,0.5,77951.082,965.414,77468.375,4184980.166,53.687
1901,5,0.00899,0.00895,0.5,76985.668,689.356,76640.99,4107511.791,53.354
1901,6,0.00722,0.00719,0.5,76296.312,548.904,76021.86,4030870.801,52.832
1901,7,0.00594,0.00592,0.5,75747.408,448.547,75523.134,3954848.942,52.211
1901,8,0.00487,0.00485,0.5,75298.861,365.505,75116.108,3879325.807,51.519
1901,9,0.00432,0.00431,0.5,74933.356,323.027,74771.843,3804209.699,50.768
1901,10,0.00379,0.00378,0.5,74610.329,282.086,74469.286,3729437.856,49.986
1901,11,0.00352,0.00351,0.5,74328.244,260.816,74197.835,3654968.57,49.173
1901,12,0.00352,0.00352,0.5,74067.427,260.462,73937.196,3580770.734,48.345
1901,13,0.00387,0.00386,0.5,73806.966,285.13,73664.401,3506833.538,47.514
1901,14,0.0042,0.00419,0.5,73521.836,308.226,73367.723,3433169.137,46.696
1901,15,0.0048,0.00478,0.5,73213.61,350.285,73038.468,3359801.414,45.89
1901,16,0.00519,0.00518,0.5,72863.325,377.39,72674.63,3286762.947,45.109
1901,17,0.00529,0.00528,0.5,72485.935,382.459,72294.706,3214088.316,44.341
1901,18,0.00537,0.00535,0.5,72103.476,385.969,71910.491,3141793.61,43.573
1901,19,0.00556,0.00555,0.5,71717.507,397.902,71518.556,3069883.119,42.805
1901,20,0.00659,0.00657,0.5,71319.605,468.483,71085.363,2998364.563,42.041
1901,21,0.00663,0.00661,0.5,70851.122,468.538,70616.853,2927279.2,41.316
1901,22,0.00727,0.00724,0.5,70382.584,509.79,70127.689,2856662.347,40.588
1901,23,0.00713,0.00711,0.5,69872.794,496.592,69624.498,2786534.658,39.88
1901,24,0.00738,0.00735,0.5,69376.201,509.79,69121.306,2716910.16,39.162
1901,25,0.00755,0.00753,0.5,68866.411,518.296,68607.263,2647788.854,38.448
1901,26,0.00742,0.00739,0.5,68348.116,505.399,68095.416,2579181.59,37.736
1901,27,0.00766,0.00763,0.5,67842.717,517.666,67583.884,2511086.174,37.013
1901,28,0.00796,0.00793,0.5,67325.051,533.662,67058.22,2443502.291,36.294
1901,29,0.00727,0.00724,0.5,66791.388,483.822,66549.478,2376444.071,35.58
1901,30,0.00805,0.00802,0.5,66307.567,531.924,66041.605,2309894.593,34.836
1901,31,0.00802,0.00798,0.5,65775.643,525.146,65513.07,2243852.988,34.114
1901,32,0.00867,0.00863,0.5,65250.497,563.323,64968.836,2178339.918,33.384
1901,33,0.00867,0.00863,0.5,64687.174,558.366,64407.991,2113371.083,32.671
1901,34,0.0095,0.00945,0.5,64128.808,606.246,63825.685,2048963.092,31.951
1901,35,0.00988,0.00983,0.5,63522.562,624.477,63210.324,1985137.406,31.251
1901,36,0.0104,0.01035,0.5,62898.085,650.915,62572.628,1921927.083,30.556
1901,37,0.01099,0.01093,0.5,62247.17,680.262,61907.039,1859354.455,29.871
1901,38,0.01141,0.01134,0.5,61566.908,698.437,61217.69,1797447.416,29.195
1901,39,0.01065,0.01059,0.5,60868.471,644.862,60546.04,1736229.726,28.524
1901,40,0.01217,0.0121,0.5,60223.609,728.704,59859.257,1675683.686,27.824
1901,41,0.01096,0.0109,0.5,59494.905,648.393,59170.709,1615824.429,27.159
1901,42,0.01261,0.01253,0.5,58846.513,737.173,58477.926,1556653.72,26.453
1901,43,0.01116,0.01109,0.5,58109.339,644.633,57787.023,1498175.794,25.782
1901,44,0.0115,0.01144,0.5,57464.706,657.116,57136.148,1440388.771,25.066
1901,45,0.01275,0.01267,0.5,56807.589,719.768,56447.706,1383252.624,24.35
1901,46,0.01326,0.01317,0.5,56087.822,738.837,55718.403,1326804.918,23.656
1901,47,0.01393,0.01384,0.5,55348.985,765.928,54966.021,1271086.515,22.965
1901,48,0.01536,0.01524,0.5,54583.057,831.827,54167.144,1216120.494,22.28
1901,49,0.01486,0.01475,0.5,53751.231,793.013,53354.724,1161953.35,21.617
1901,50,0.01713,0.01699,0.5,52958.218,899.532,52508.452,1108598.626,20.933
1901,51,0.01608,0.01595,0.5,52058.686,830.241,51643.566,1056090.174,20.287
1901,52,0.01818,0.01801,0.5,51228.445,922.779,50767.056,1004446.608,19.607
1901,53,0.01771,0.01755,0.5,50305.666,883.059,49864.137,953679.552,18.958
1901,54,0.01754,0.01739,0.5,49422.607,859.425,48992.895,903815.416,18.287
1901,55,0.01996,0.01976,0.5,48563.182,959.536,48083.414,854822.521,17.602
1901,56,0.02163,0.0214,0.5,47603.646,1018.644,47094.324,806739.107,16.947
1901,57,0.02222,0.02197,0.5,46585.002,1023.616,46073.194,759644.783,16.307
1901,58,0.02383,0.02355,0.5,45561.386,1072.887,45024.943,713571.588,15.662
1901,59,0.02327,0.023,0.5,44488.5,1023.195,43976.902,668546.645,15.027
1901,60,0.03006,0.02961,0.5,43465.305,1287.01,42821.8,624569.743,14.369
1901,61,0.02812,0.02773,0.5,42178.295,1169.587,41593.501,581747.943,13.793
1901,62,0.03076,0.03029,0.5,41008.707,1242.306,40387.555,540154.442,13.172
1901,63,0.03295,0.03241,0.5,39766.402,1288.996,39121.903,499766.888,12.568
1901,64,0.03582,0.03519,0.5,38477.405,1354.152,37800.329,460644.984,11.972
1901,65,0.0427,0.04181,0.5,37123.253,1551.95,36347.278,422844.655,11.39
1901,66,0.04726,0.04616,0.5,35571.303,1642.13,34750.238,386497.377,10.865
1901,67,0.04892,0.04775,0.5,33929.173,1620.03,33119.158,351747.139,10.367
1901,68,0.05339,0.052,0.5,32309.143,1680.071,31469.107,318627.982,9.862
1901,69,0.05425,0.05281,0.5,30629.071,1617.641,29820.251,287158.874,9.375
1901,70,0.06761,0.0654,0.5,29011.43,1897.257,28062.801,257338.624,8.87
1901,71,0.06483,0.0628,0.5,27114.173,1702.67,26262.838,229275.822,8.456
1901,72,0.07332,0.07073,0.5,25411.503,1797.3,24512.853,203012.984,7.989
1901,73,0.07618,0.07338,0.5,23614.203,1732.863,22747.772,178500.131,7.559
1901,74,0.08414,0.08074,0.5,21881.34,1766.807,20997.937,155752.359,7.118
1901,75,0.09569,0.09132,0.5,20114.533,1836.889,19196.089,134754.423,6.699
1901,76,0.10398,0.09884,0.5,18277.644,1806.584,17374.352,115558.334,6.322
1901,77,0.11326,0.10719,0.5,16471.06,1765.505,15588.308,98183.981,5.961
1901,78,0.13455,0.12607,0.5,14705.556,1853.902,13778.605,82595.673,5.617
1901,79,0.13076,0.12274,0.5,12851.654,1577.387,12062.96,68817.068,5.355
1901,80,0.15333,0.14241,0.5,11274.266,1605.551,10471.491,56754.108,5.034
1901,81,0.14883,0.13852,0.5,9668.716,1339.355,8999.039,46282.617,4.787
1901,82,0.17558,0.16141,0.5,8329.361,1344.466,7657.128,37283.579,4.476
1901,83,0.17401,0.16008,0.5,6984.896,1118.17,6425.811,29626.45,4.242
1901,84,0.19985,0.1817,0.5,5866.726,1065.956,5333.748,23200.639,3.955
1901,85,0.20841,0.18874,0.5,4800.77,906.09,4347.725,17866.891,3.722
1901,86,0.2248,0.20208,0.5,3894.68,787.053,3501.153,13519.167,3.471
1901,87,0.25973,0.22987,0.5,3107.626,714.36,2750.447,10018.014,3.224
1901,88,0.2973,0.25883,0.5,2393.267,619.446,2083.544,7267.567,3.037
1901,89,0.29681,0.25845,0.5,1773.821,458.453,1544.594,5184.023,2.923
1901,90,0.31612,0.27297,0.5,1315.368,359.057,1135.839,3639.429,2.767
1901,91,0.33829,0.28934,0.5,956.311,276.703,817.959,2503.59,2.618
1901,92,0.36119,0.30594,0.5,679.607,207.917,575.649,1685.631,2.48
1901,93,0.38474,0.32267,0.5,471.69,152.199,395.59,1109.982,2.353
1901,94,0.40884,0.33945,0.5,319.491,108.452,265.265,714.392,2.236
1901,95,0.43339,0.35621,0.5,211.039,75.173,173.452,449.127,2.128
1901,96,0.45828,0.37284,0.5,135.866,50.657,110.537,275.675,2.029
1901,97,0.48337,0.38928,0.5,85.209,33.171,68.624,165.137,1.938
1901,98,0.50854,0.40545,0.5,52.038,21.099,41.489,96.513,1.855
1901,99,0.53368,0.42127,0.5,30.939,13.034,24.423,55.024,1.778
1901,100,0.55864,0.43667,0.5,17.906,7.819,13.996,30.602,1.709
1901,101,0.58331,0.4516,0.5,10.087,4.555,7.809,16.605,1.646
1901,102,0.60757,0.46601,0.5,5.532,2.578,4.243,8.796,1.59
1901,103,0.63131,0.47985,0.5,2.954,1.417,2.245,4.554,1.542
1901,104,0.65443,0.49309,0.5,1.536,0.758,1.158,2.308,1.502
1901,105,0.67684,1,1.477,0.779,0.779,1.151,1.151,1.477
1902,0,0.14954,0.13629,0.35,1e+05,13629.426,91140.873,4652451.054,46.525
1902,1,0.03899,0.03824,0.5,86370.574,3303.092,84719.028,4561310.181,52.811
1902,2,0.02384,0.02356,0.5,83067.482,1957.026,82088.969,4476591.153,53.891
1902,3,0.0149,0.01479,0.5,81110.456,1199.642,80510.635,4394502.184,54.179
1902,4,0.01074,0.01068,0.5,79910.814,853.584,79484.022,4313991.549,53.985
1902,5,0.00771,0.00768,0.5,79057.23,606.82,78753.82,4234507.527,53.563
1902,6,0.00622,0.0062,0.5,78450.41,486.322,78207.249,4155753.707,52.973
1902,7,0.00527,0.00526,0.5,77964.088,410.165,77759.005,4077546.458,52.3
1902,8,0.00445,0.00444,0.5,77553.922,344.147,77381.849,3999787.453,51.574
1902,9,0.00357,0.00357,0.5,77209.776,275.401,77072.075,3922405.604,50.802
1902,10,0.00337,0.00336,0.5,76934.375,258.769,76804.99,3845333.529,49.982
1902,11,0.00333,0.00333,0.5,76675.606,255.286,76547.963,3768528.538,49.149
1902,12,0.0033,0.0033,0.5,76420.32,252.015,76294.312,3691980.575,48.312
1902,13,0.00361,0.0036,0.5,76168.305,274.126,76031.242,3615686.263,47.47
1902,14,0.00437,0.00436,0.5,75894.179,330.947,75728.705,3539655.022,46.639
1902,15,0.00451,0.0045,0.5,75563.232,340.318,75393.073,3463926.316,45.841
1902,16,0.00506,0.00505,0.5,75222.914,379.62,75033.104,3388533.244,45.047
1902,17,0.00532,0.00531,0.5,74843.294,397.289,74644.649,3313500.14,44.273
1902,18,0.00566,0.00564,0.5,74446.004,420.142,74235.933,3238855.491,43.506
1902,19,0.0059,0.00589,0.5,74025.862,435.724,73808,3164619.558,42.75
1902,20,0.00648,0.00646,0.5,73590.138,475.653,73352.312,3090811.558,42
1902,21,0.00654,0.00652,0.5,73114.486,476.372,72876.3,3017459.246,41.27
1902,22,0.00715,0.00712,0.5,72638.113,517.201,72379.513,2944582.947,40.538
1902,23,0.00739,0.00737,0.5,72120.912,531.277,71855.274,2872203.434,39.825
1902,24,0.00725,0.00722,0.5,71589.635,517.224,71331.023,2800348.16,39.117
1902,25,0.0074,0.00737,0.5,71072.412,523.793,70810.515,2729017.137,38.398
1902,26,0.00801,0.00797,0.5,70548.619,562.565,70267.336,2658206.621,37.679
1902,27,0.00784,0.00781,0.5,69986.054,546.298,69712.905,2587939.285,36.978
1902,28,0.00833,0.0083,0.5,69439.756,576.041,69151.736,2518226.38,36.265
1902,29,0.00842,0.00839,0.5,68863.715,577.429,68575.001,2449074.644,35.564
1902,30,0.00824,0.0082,0.5,68286.287,560.112,68006.231,2380499.643,34.861
1902,31,0.0081,0.00806,0.5,67726.175,546.098,67453.126,2312493.412,34.145
1902,32,0.00883,0.0088,0.5,67180.078,590.893,66884.631,2245040.286,33.418
1902,33,0.00866,0.00862,0.5,66589.185,574.177,66302.097,2178155.654,32.71
1902,34,0.00907,0.00903,0.5,66015.008,596.307,65716.855,2111853.558,31.991
1902,35,0.01001,0.00996,0.5,65418.701,651.8,65092.801,2046136.703,31.278
1902,36,0.01028,0.01023,0.5,64766.901,662.395,64435.703,1981043.902,30.587
1902,37,0.01049,0.01043,0.5,64104.505,668.707,63770.152,1916608.199,29.898
1902,38,0.01111,0.01105,0.5,63435.798,700.898,63085.349,1852838.047,29.208
1902,39,0.01105,0.01099,0.5,62734.9,689.386,62390.207,1789752.698,28.529
1902,40,0.0107,0.01064,0.5,62045.514,660.47,61715.279,1727362.491,27.84
1902,41,0.01094,0.01089,0.5,61385.044,668.197,61050.946,1665647.212,27.134
1902,42,0.01259,0.01251,0.5,60716.847,759.627,60337.033,1604596.267,26.428
1902,43,0.01191,0.01184,0.5,59957.22,709.763,59602.338,1544259.233,25.756
1902,44,0.01243,0.01235,0.5,59247.457,731.932,58881.49,1484656.895,25.059
1902,45,0.01327,0.01318,0.5,58515.524,771.309,58129.87,1425775.405,24.366
1902,46,0.01404,0.01394,0.5,57744.216,805.196,57341.618,1367645.535,23.685
1902,47,0.0146,0.01449,0.5,56939.02,825.172,56526.434,1310303.917,23.012
1902,48,0.01558,0.01546,0.5,56113.849,867.536,55680.08,1253777.482,22.343
1902,49,0.01537,0.01526,0.5,55246.312,842.928,54824.848,1198097.402,21.686
1902,50,0.0164,0.01627,0.5,54403.385,885.166,53960.802,1143272.554,21.015
1902,51,0.0163,0.01617,0.5,53518.219,865.197,53085.621,1089311.752,20.354
1902,52,0.01823,0.01806,0.5,52653.022,951.141,52177.452,1036226.131,19.68
1902,53,0.0174,0.01725,0.5,51701.881,891.953,51255.904,984048.68,19.033
1902,54,0.0186,0.01843,0.5,50809.928,936.407,50341.724,932792.776,18.358
1902,55,0.01903,0.01885,0.5,49873.521,940.345,49403.348,882451.052,17.694
1902,56,0.0226,0.02234,0.5,48933.176,1093.376,48386.488,833047.703,17.024
1902,57,0.02312,0.02286,0.5,47839.8,1093.453,47293.073,784661.215,16.402
1902,58,0.02684,0.02648,0.5,46746.347,1237.927,46127.383,737368.142,15.774
1902,59,0.02637,0.02602,0.5,45508.419,1184.3,44916.269,691240.759,15.189
1902,60,0.02971,0.02927,0.5,44324.119,1297.473,43675.383,646324.49,14.582
1902,61,0.02855,0.02814,0.5,43026.646,1210.947,42421.173,602649.107,14.006
1902,62,0.03363,0.03307,0.5,41815.699,1382.881,41124.259,560227.934,13.398
1902,63,0.03264,0.03212,0.5,40432.818,1298.616,39783.51,519103.675,12.839
1902,64,0.03516,0.03455,0.5,39134.202,1352.272,38458.066,479320.165,12.248
1902,65,0.04163,0.04078,0.5,37781.93,1540.784,37011.538,440862.099,11.669
1902,66,0.04492,0.04393,0.5,36241.146,1592.179,35445.057,403850.561,11.143
1902,67,0.04886,0.04769,0.5,34648.967,1652.477,33822.729,368405.504,10.633
1902,68,0.05378,0.05237,0.5,32996.49,1727.942,32132.519,334582.776,10.14
1902,69,0.05352,0.05213,0.5,31268.548,1629.921,30453.587,302450.257,9.673
1902,70,0.06133,0.05951,0.5,29638.626,1763.654,28756.799,271996.669,9.177
1902,71,0.06128,0.05945,0.5,27874.972,1657.299,27046.322,243239.87,8.726
1902,72,0.07404,0.0714,0.5,26217.673,1871.881,25281.732,216193.548,8.246
1902,73,0.07311,0.07053,0.5,24345.792,1717.169,23487.207,190911.816,7.842
1902,74,0.0798,0.07674,0.5,22628.623,1736.518,21760.363,167424.609,7.399
1902,75,0.09223,0.08816,0.5,20892.104,1841.896,19971.156,145664.245,6.972
1902,76,0.10235,0.09737,0.5,19050.208,1854.828,18122.794,125693.089,6.598
1902,77,0.11063,0.10483,0.5,17195.38,1802.653,16294.054,107570.295,6.256
1902,78,0.13229,0.12408,0.5,15392.727,1909.987,14437.733,91276.242,5.93
1902,79,0.13146,0.12335,0.5,13482.74,1663.075,12651.202,76838.508,5.699
1902,80,0.14321,0.13364,0.5,11819.665,1579.537,11029.897,64187.306,5.431
1902,81,0.13773,0.12886,0.5,10240.128,1319.542,9580.357,53157.409,5.191
1902,82,0.1642,0.15174,0.5,8920.586,1353.593,8243.79,43577.052,4.885
1902,83,0.15879,0.14711,0.5,7566.994,1113.176,7010.405,35333.262,4.669
1902,84,0.17308,0.1593,0.5,6453.817,1028.063,5939.786,28322.856,4.389
1902,85,0.19388,0.17674,0.5,5425.754,958.963,4946.272,22383.071,4.125
1902,86,0.2016,0.18314,0.5,4466.791,818.051,4057.766,17436.798,3.904
1902,87,0.22489,0.20216,0.5,3648.74,737.62,3279.93,13379.033,3.667
1902,88,0.24684,0.21972,0.5,2911.121,639.632,2591.305,10099.102,3.469
1902,89,0.25607,0.22701,0.5,2271.489,515.642,2013.668,7507.798,3.305
1902,90,0.27632,0.24278,0.5,1755.847,426.285,1542.704,5494.13,3.129
1902,91,0.29436,0.25659,0.5,1329.562,341.155,1158.984,3951.426,2.972
1902,92,0.31306,0.27069,0.5,988.407,267.549,854.632,2792.442,2.825
1902,93,0.33239,0.28502,0.5,720.858,205.458,618.128,1937.809,2.688
1902,94,0.3523,0.29954,0.5,515.399,154.38,438.209,1319.681,2.561
1902,95,0.37274,0.31418,0.5,361.019,113.426,304.306,881.472,2.442
1902,96,0.39364,0.3289,0.5,247.593,81.434,206.876,577.166,2.331
1902,97,0.41494,0.34364,0.5,166.159,57.099,137.609,370.29,2.229
1902,98,0.43656,0.35834,0.5,109.059,39.081,89.519,232.681,2.134
1902,99,0.45843,0.37294,0.5,69.979,26.098,56.93,143.162,2.046
1902,100,0.48046,0.38739,0.5,43.881,16.999,35.381,86.233,1.965
1902,101,0.50256,0.40164,0.5,26.882,10.797,21.483,50.852,1.892
1902,102,0.52465,0.41562,0.5,16.085,6.685,12.742,29.368,1.826
1902,103,0.54665,0.42931,0.5,9.4,4.035,7.382,16.626,1.769
1902,104,0.56847,0.44265,0.5,5.364,2.375,4.177,9.244,1.723
1902,105,0.59002,1,1.695,2.99,2.99,5.067,5.067,1.695
1903,0,0.14041,0.12867,0.35,1e+05,12866.695,91636.648,4826896.172,48.269
1903,1,0.03204,0.03154,0.5,87133.305,2748.144,85759.233,4735259.524,54.345
1903,2,0.02053,0.02032,0.5,84385.161,1714.75,83527.786,4649500.291,55.099
1903,3,0.01328,0.0132,0.5,82670.411,1090.896,82124.962,4565972.505,55.231
1903,4,0.00956,0.00952,0.5,81579.514,776.586,81191.221,4483847.542,54.963
1903,5,0.00722,0.00719,0.5,80802.928,581.179,80512.339,4402656.321,54.486
1903,6,0.00608,0.00607,0.5,80221.749,486.62,79978.439,4322143.982,53.877
1903,7,0.00483,0.00482,0.5,79735.129,384.409,79542.925,4242165.543,53.203
1903,8,0.00437,0.00436,0.5,79350.721,346.256,79177.592,4162622.618,52.459
1903,9,0.00369,0.00368,0.5,79004.464,290.905,78859.012,4083445.026,51.686
1903,10,0.00317,0.00317,0.5,78713.559,249.337,78588.891,4004586.014,50.875
1903,11,0.00291,0.0029,0.5,78464.222,227.929,78350.258,3925997.123,50.036
1903,12,0.00306,0.00306,0.5,78236.294,239.346,78116.621,3847646.865,49.18
1903,13,0.00335,0.00335,0.5,77996.948,261.107,77866.395,3769530.244,48.329
1903,14,0.00404,0.00403,0.5,77735.841,313.334,77579.174,3691663.85,47.49
1903,15,0.00451,0.0045,0.5,77422.507,348.499,77248.257,3614084.676,46.68
1903,16,0.00479,0.00478,0.5,77074.007,368.39,76889.812,3536836.419,45.889
1903,17,0.00529,0.00528,0.5,76705.617,404.722,76503.256,3459946.607,45.107
1903,18,0.00554,0.00553,0.5,76300.894,421.825,76089.982,3383443.351,44.343
1903,19,0.00549,0.00548,0.5,75879.07,415.552,75671.294,3307353.369,43.587
1903,20,0.00634,0.00632,0.5,75463.518,476.965,75225.035,3231682.076,42.824
1903,21,0.00645,0.00643,0.5,74986.552,482.424,74745.34,3156457.041,42.094
1903,22,0.00653,0.00651,0.5,74504.128,484.77,74261.743,3081711.7,41.363
1903,23,0.0068,0.00678,0.5,74019.358,501.649,73768.534,3007449.957,40.631
1903,24,0.0067,0.00667,0.5,73517.709,490.626,73272.396,2933681.423,39.904
1903,25,0.00734,0.00731,0.5,73027.083,533.749,72760.208,2860409.027,39.169
1903,26,0.0076,0.00758,0.5,72493.333,549.163,72218.752,2787648.819,38.454
1903,27,0.00789,0.00785,0.5,71944.171,565.104,71661.619,2715430.067,37.744
1903,28,0.00778,0.00775,0.5,71379.066,553.511,71102.311,2643768.449,37.038
1903,29,0.00755,0.00752,0.5,70825.555,532.384,70559.363,2572666.138,36.324
1903,30,0.00826,0.00823,0.5,70293.171,578.278,70004.032,2502106.775,35.595
1903,31,0.00743,0.0074,0.5,69714.893,516.238,69456.774,2432102.744,34.886
1903,32,0.00792,0.00789,0.5,69198.655,545.942,68925.684,2362645.97,34.143
1903,33,0.0081,0.00806,0.5,68652.713,553.583,68375.921,2293720.286,33.41
1903,34,0.00824,0.0082,0.5,68099.129,558.655,67819.802,2225344.365,32.678
1903,35,0.00886,0.00882,0.5,67540.475,595.943,67242.503,2157524.563,31.944
1903,36,0.00924,0.0092,0.5,66944.532,615.7,66636.682,2090282.06,31.224
1903,37,0.00974,0.00969,0.5,66328.832,643.047,66007.309,2023645.378,30.509
1903,38,0.0101,0.01005,0.5,65685.786,659.949,65355.811,1957638.069,29.803
1903,39,0.01028,0.01022,0.5,65025.837,664.765,64693.454,1892282.258,29.1
1903,40,0.01082,0.01076,0.5,64361.072,692.829,64014.657,1827588.803,28.396
1903,41,0.00988,0.00983,0.5,63668.243,625.758,63355.364,1763574.146,27.699
1903,42,0.01198,0.01191,0.5,63042.485,750.639,62667.165,1700218.782,26.969
1903,43,0.01109,0.01103,0.5,62291.846,687.192,61948.25,1637551.617,26.288
1903,44,0.01184,0.01177,0.5,61604.654,724.836,61242.236,1575603.367,25.576
1903,45,0.01211,0.01203,0.5,60879.818,732.551,60513.542,1514361.131,24.875
1903,46,0.01243,0.01236,0.5,60147.267,743.289,59775.622,1453847.589,24.171
1903,47,0.01385,0.01375,0.5,59403.978,816.826,58995.565,1394071.967,23.468
1903,48,0.01379,0.0137,0.5,58587.152,802.657,58185.823,1335076.402,22.788
1903,49,0.01442,0.01432,0.5,57784.495,827.187,57370.902,1276890.579,22.097
1903,50,0.01532,0.0152,0.5,56957.308,865.755,56524.431,1219519.677,21.411
1903,51,0.01558,0.01546,0.5,56091.553,867.135,55657.985,1162995.246,20.734
1903,52,0.01759,0.01744,0.5,55224.418,963.076,54742.88,1107337.261,20.052
1903,53,0.01754,0.01738,0.5,54261.342,943.289,53789.697,1052594.381,19.399
1903,54,0.01798,0.01782,0.5,53318.052,950.132,52842.986,998804.684,18.733
1903,55,0.01893,0.01875,0.5,52367.92,981.908,51876.966,945961.698,18.064
1903,56,0.02053,0.02032,0.5,51386.012,1044.072,50863.976,894084.731,17.399
1903,57,0.02209,0.02185,0.5,50341.94,1100.122,49791.879,843220.755,16.75
1903,58,0.02428,0.02399,0.5,49241.818,1181.35,48651.143,793428.876,16.113
1903,59,0.02375,0.02348,0.5,48060.468,1128.258,47496.339,744777.733,15.497
1903,60,0.02756,0.02719,0.5,46932.209,1276.088,46294.165,697281.395,14.857
1903,61,0.02711,0.02675,0.5,45656.121,1221.344,45045.449,650987.23,14.258
1903,62,0.03144,0.03095,0.5,44434.778,1375.209,43747.173,605941.78,13.637
1903,63,0.03254,0.03202,0.5,43059.568,1378.587,42370.275,562194.607,13.056
1903,64,0.03288,0.03235,0.5,41680.982,1348.335,41006.814,519824.332,12.471
1903,65,0.03697,0.0363,0.5,40332.646,1464.201,39600.546,478817.518,11.872
1903,66,0.04032,0.03953,0.5,38868.445,1536.332,38100.279,439216.973,11.3
1903,67,0.04515,0.04415,0.5,37332.113,1648.22,36508.003,401116.694,10.745
1903,68,0.05133,0.05005,0.5,35683.893,1785.86,34790.963,364608.691,10.218
1903,69,0.05156,0.05026,0.5,33898.033,1703.77,33046.148,329817.728,9.73
1903,70,0.0602,0.05844,0.5,32194.263,1881.499,31253.514,296771.58,9.218
1903,71,0.05871,0.05704,0.5,30312.765,1728.935,29448.297,265518.066,8.759
1903,72,0.07378,0.07116,0.5,28583.829,2033.912,27566.873,236069.769,8.259
1903,73,0.07622,0.07343,0.5,26549.917,1949.445,25575.194,208502.896,7.853
1903,74,0.0771,0.07424,0.5,24600.472,1826.3,23687.322,182927.701,7.436
1903,75,0.08879,0.08502,0.5,22774.172,1936.157,21806.094,159240.379,6.992
1903,76,0.09103,0.08706,0.5,20838.015,1814.254,19930.888,137434.286,6.595
1903,77,0.10118,0.09631,0.5,19023.761,1832.195,18107.663,117503.398,6.177
1903,78,0.11668,0.11024,0.5,17191.565,1895.275,16243.928,99395.735,5.782
1903,79,0.12569,0.11826,0.5,15296.29,1808.941,14391.819,83151.807,5.436
1903,80,0.14372,0.13408,0.5,13487.349,1808.436,12583.13,68759.988,5.098
1903,81,0.13789,0.129,0.5,11678.912,1506.582,10925.621,56176.857,4.81
1903,82,0.16659,0.15378,0.5,10172.33,1564.293,9390.184,45251.236,4.448
1903,83,0.17966,0.16485,0.5,8608.037,1419.047,7898.513,35861.053,4.166
1903,84,0.19914,0.18111,0.5,7188.99,1301.987,6537.996,27962.539,3.89
1903,85,0.21717,0.1959,0.5,5887.003,1153.248,5310.379,21424.543,3.639
1903,86,0.24074,0.21487,0.5,4733.754,1017.152,4225.178,16114.164,3.404
1903,87,0.25513,0.22627,0.5,3716.602,840.953,3296.126,11888.986,3.199
1903,88,0.27542,0.24209,0.5,2875.65,696.153,2527.573,8592.86,2.988
1903,89,0.32037,0.27614,0.5,2179.497,601.843,1878.575,6065.287,2.783
1903,90,0.32837,0.28206,0.5,1577.654,444.992,1355.158,4186.711,2.654
1903,91,0.35356,0.30045,0.5,1132.662,340.304,962.51,2831.553,2.5
1903,92,0.37959,0.31904,0.5,792.358,252.792,665.962,1869.043,2.359
1903,93,0.40633,0.33772,0.5,539.566,182.222,448.455,1203.081,2.23
1903,94,0.43364,0.35637,0.5,357.344,127.348,293.671,754.626,2.112
1903,95,0.46136,0.37488,0.5,229.997,86.222,186.886,460.955,2.004
1903,96,0.48932,0.39314,0.5,143.775,56.523,115.514,274.069,1.906
1903,97,0.51735,0.41102,0.5,87.252,35.863,69.321,158.556,1.817
1903,98,0.54526,0.42845,0.5,51.389,22.018,40.38,89.235,1.736
1903,99,0.5729,0.44533,0.5,29.371,13.08,22.831,48.855,1.663
1903,100,0.60009,0.46159,0.5,16.291,7.52,12.531,26.024,1.597
1903,101,0.62667,0.47716,0.5,8.771,4.185,6.679,13.492,1.538
1903,102,0.65252,0.492,0.5,4.586,2.256,3.458,6.814,1.486
1903,103,0.67749,0.50606,0.5,2.33,1.179,1.74,3.356,1.44
1903,104,0.70149,0.51933,0.5,1.151,0.598,0.852,1.615,1.404
1903,105,0.72443,1,1.38,0.553,0.553,0.764,0.764,1.38
1904,0,0.15871,0.14387,0.35,1e+05,14386.893,90648.52,4697559.771,46.976
1904,1,0.0383,0.03758,0.5,85613.107,3217.296,84004.46,4606911.251,53.811
1904,2,0.02024,0.02004,0.5,82395.812,1651.047,81570.288,4522906.791,54.892
1904,3,0.01343,0.01335,0.5,80744.765,1077.564,80205.983,4441336.503,55.005
1904,4,0.00993,0.00988,0.5,79667.201,787.352,79273.525,4361130.52,54.742
1904,5,0.00726,0.00724,0.5,78879.849,570.794,78594.453,4281856.995,54.283
1904,6,0.00582,0.0058,0.5,78309.056,454.259,78081.926,4203262.542,53.675
1904,7,0.00484,0.00483,0.5,77854.796,375.723,77666.935,4125180.616,52.986
1904,8,0.00445,0.00444,0.5,77479.073,343.685,77307.231,4047513.681,52.24
1904,9,0.00365,0.00365,0.5,77135.389,281.362,76994.708,3970206.45,51.471
1904,10,0.0032,0.0032,0.5,76854.027,245.627,76731.213,3893211.743,50.657
